id,assetName,spriteName,numIndex,numX,numY
0,fantasy_items,fantasy_items_0,0,0,0
1,fantasy_items,fantasy_items_1,1,1,0
2,fantasy_items,fantasy_items_2,2,2,0
3,fantasy_items,fantasy_items_3,3,3,0
4,fantasy_items,fantasy_items_4,4,4,0
5,fantasy_items,fantasy_items_5,5,5,0
6,fantasy_items,fantasy_items_6,6,6,0
7,fantasy_items,fantasy_items_7,7,7,0
8,fantasy_items,fantasy_items_8,8,8,0
9,fantasy_items,fantasy_items_9,9,9,0
10,fantasy_items,fantasy_items_10,10,10,0
11,fantasy_items,fantasy_items_11,11,11,0
12,fantasy_items,fantasy_items_12,12,12,0
13,fantasy_items,fantasy_items_13,13,13,0
14,fantasy_items,fantasy_items_14,14,14,0
15,fantasy_items,fantasy_items_15,15,15,0
16,fantasy_items,fantasy_items_16,16,16,0
17,fantasy_items,fantasy_items_17,17,17,0
18,fantasy_items,fantasy_items_18,18,18,0
19,fantasy_items,fantasy_items_19,19,19,0
20,fantasy_items,fantasy_items_20,20,20,0
21,fantasy_items,fantasy_items_21,21,21,0
22,fantasy_items,fantasy_items_22,22,0,1
23,fantasy_items,fantasy_items_23,23,1,1
24,fantasy_items,fantasy_items_24,24,2,1
25,fantasy_items,fantasy_items_25,25,3,1
26,fantasy_items,fantasy_items_26,26,4,1
27,fantasy_items,fantasy_items_27,27,5,1
28,fantasy_items,fantasy_items_28,28,6,1
29,fantasy_items,fantasy_items_29,29,7,1
30,fantasy_items,fantasy_items_30,30,8,1
31,fantasy_items,fantasy_items_31,31,9,1
32,fantasy_items,fantasy_items_32,32,10,1
33,fantasy_items,fantasy_items_33,33,11,1
34,fantasy_items,fantasy_items_34,34,12,1
35,fantasy_items,fantasy_items_35,35,13,1
36,fantasy_items,fantasy_items_36,36,14,1
37,fantasy_items,fantasy_items_37,37,15,1
38,fantasy_items,fantasy_items_38,38,16,1
39,fantasy_items,fantasy_items_39,39,17,1
40,fantasy_items,fantasy_items_40,40,18,1
41,fantasy_items,fantasy_items_41,41,19,1
42,fantasy_items,fantasy_items_42,42,20,1
43,fantasy_items,fantasy_items_43,43,21,1
44,fantasy_items,fantasy_items_44,44,0,2
45,fantasy_items,fantasy_items_45,45,1,2
46,fantasy_items,fantasy_items_46,46,2,2
47,fantasy_items,fantasy_items_47,47,3,2
48,fantasy_items,fantasy_items_48,48,4,2
49,fantasy_items,fantasy_items_49,49,5,2
50,fantasy_items,fantasy_items_50,50,6,2
51,fantasy_items,fantasy_items_51,51,7,2
52,fantasy_items,fantasy_items_52,52,8,2
53,fantasy_items,fantasy_items_53,53,9,2
54,fantasy_items,fantasy_items_54,54,10,2
55,fantasy_items,fantasy_items_55,55,11,2
56,fantasy_items,fantasy_items_56,56,12,2
57,fantasy_items,fantasy_items_57,57,13,2
58,fantasy_items,fantasy_items_58,58,14,2
59,fantasy_items,fantasy_items_59,59,15,2
60,fantasy_items,fantasy_items_60,60,16,2
61,fantasy_items,fantasy_items_61,61,17,2
62,fantasy_items,fantasy_items_62,62,18,2
63,fantasy_items,fantasy_items_63,63,19,2
64,fantasy_items,fantasy_items_64,64,20,2
65,fantasy_items,fantasy_items_65,65,21,2
66,fantasy_items,fantasy_items_66,66,0,3
67,fantasy_items,fantasy_items_67,67,1,3
68,fantasy_items,fantasy_items_68,68,2,3
69,fantasy_items,fantasy_items_69,69,3,3
70,fantasy_items,fantasy_items_70,70,4,3
71,fantasy_items,fantasy_items_71,71,5,3
72,fantasy_items,fantasy_items_72,72,6,3
73,fantasy_items,fantasy_items_73,73,7,3
74,fantasy_items,fantasy_items_74,74,8,3
75,fantasy_items,fantasy_items_75,75,9,3
76,fantasy_items,fantasy_items_76,76,10,3
77,fantasy_items,fantasy_items_77,77,11,3
78,fantasy_items,fantasy_items_78,78,12,3
79,fantasy_items,fantasy_items_79,79,13,3
80,fantasy_items,fantasy_items_80,80,14,3
81,fantasy_items,fantasy_items_81,81,15,3
82,fantasy_items,fantasy_items_82,82,16,3
83,fantasy_items,fantasy_items_83,83,17,3
84,fantasy_items,fantasy_items_84,84,18,3
85,fantasy_items,fantasy_items_85,85,19,3
86,fantasy_items,fantasy_items_86,86,20,3
87,fantasy_items,fantasy_items_87,87,21,3
88,fantasy_items,fantasy_items_88,88,0,4
89,fantasy_items,fantasy_items_89,89,1,4
90,fantasy_items,fantasy_items_90,90,2,4
91,fantasy_items,fantasy_items_91,91,3,4
92,fantasy_items,fantasy_items_92,92,4,4
93,fantasy_items,fantasy_items_93,93,5,4
94,fantasy_items,fantasy_items_94,94,6,4
95,fantasy_items,fantasy_items_95,95,7,4
96,fantasy_items,fantasy_items_96,96,8,4
97,fantasy_items,fantasy_items_97,97,9,4
98,fantasy_items,fantasy_items_98,98,10,4
99,fantasy_items,fantasy_items_99,99,11,4
100,fantasy_items,fantasy_items_100,100,12,4
101,fantasy_items,fantasy_items_101,101,13,4
102,fantasy_items,fantasy_items_102,102,14,4
103,fantasy_items,fantasy_items_103,103,15,4
104,fantasy_items,fantasy_items_104,104,16,4
105,fantasy_items,fantasy_items_105,105,17,4
106,fantasy_items,fantasy_items_106,106,18,4
107,fantasy_items,fantasy_items_107,107,19,4
108,fantasy_items,fantasy_items_108,108,20,4
109,fantasy_items,fantasy_items_109,109,21,4
110,fantasy_items,fantasy_items_110,110,0,5
111,fantasy_items,fantasy_items_111,111,1,5
112,fantasy_items,fantasy_items_112,112,2,5
113,fantasy_items,fantasy_items_113,113,3,5
114,fantasy_items,fantasy_items_114,114,4,5
115,fantasy_items,fantasy_items_115,115,5,5
116,fantasy_items,fantasy_items_116,116,6,5
117,fantasy_items,fantasy_items_117,117,7,5
118,fantasy_items,fantasy_items_118,118,8,5
119,fantasy_items,fantasy_items_119,119,9,5
120,fantasy_items,fantasy_items_120,120,10,5
121,fantasy_items,fantasy_items_121,121,11,5
122,fantasy_items,fantasy_items_122,122,12,5
123,fantasy_items,fantasy_items_123,123,13,5
124,fantasy_items,fantasy_items_124,124,14,5
125,fantasy_items,fantasy_items_125,125,15,5
126,fantasy_items,fantasy_items_126,126,16,5
127,fantasy_items,fantasy_items_127,127,17,5
128,fantasy_items,fantasy_items_128,128,18,5
129,fantasy_items,fantasy_items_129,129,19,5
130,fantasy_items,fantasy_items_130,130,20,5
131,fantasy_items,fantasy_items_131,131,21,5
132,fantasy_items,fantasy_items_132,132,0,6
133,fantasy_items,fantasy_items_133,133,1,6
134,fantasy_items,fantasy_items_134,134,2,6
135,fantasy_items,fantasy_items_135,135,3,6
136,fantasy_items,fantasy_items_136,136,4,6
137,fantasy_items,fantasy_items_137,137,5,6
138,fantasy_items,fantasy_items_138,138,6,6
139,fantasy_items,fantasy_items_139,139,7,6
140,fantasy_items,fantasy_items_140,140,8,6
141,fantasy_items,fantasy_items_141,141,9,6
142,fantasy_items,fantasy_items_142,142,10,6
143,fantasy_items,fantasy_items_143,143,11,6
144,fantasy_items,fantasy_items_144,144,12,6
145,fantasy_items,fantasy_items_145,145,13,6
146,fantasy_items,fantasy_items_146,146,14,6
147,fantasy_items,fantasy_items_147,147,15,6
148,fantasy_items,fantasy_items_148,148,16,6
149,fantasy_items,fantasy_items_149,149,17,6
150,fantasy_items,fantasy_items_150,150,18,6
151,fantasy_items,fantasy_items_151,151,19,6
152,fantasy_items,fantasy_items_152,152,20,6
153,fantasy_items,fantasy_items_153,153,21,6
154,fantasy_items,fantasy_items_154,154,0,7
155,fantasy_items,fantasy_items_155,155,1,7
156,fantasy_items,fantasy_items_156,156,2,7
157,fantasy_items,fantasy_items_157,157,3,7
158,fantasy_items,fantasy_items_158,158,4,7
159,fantasy_items,fantasy_items_159,159,5,7
160,fantasy_items,fantasy_items_160,160,6,7
161,fantasy_items,fantasy_items_161,161,7,7
162,fantasy_items,fantasy_items_162,162,8,7
163,fantasy_items,fantasy_items_163,163,9,7
164,fantasy_items,fantasy_items_164,164,10,7
165,fantasy_items,fantasy_items_165,165,11,7
166,fantasy_items,fantasy_items_166,166,12,7
167,fantasy_items,fantasy_items_167,167,13,7
168,fantasy_items,fantasy_items_168,168,14,7
169,fantasy_items,fantasy_items_169,169,15,7
170,fantasy_items,fantasy_items_170,170,16,7
171,fantasy_items,fantasy_items_171,171,17,7
172,fantasy_items,fantasy_items_172,172,18,7
173,fantasy_items,fantasy_items_173,173,19,7
174,fantasy_items,fantasy_items_174,174,20,7
175,fantasy_items,fantasy_items_175,175,21,7
176,fantasy_items,fantasy_items_176,176,0,8
177,fantasy_items,fantasy_items_177,177,1,8
178,fantasy_items,fantasy_items_178,178,2,8
179,fantasy_items,fantasy_items_179,179,3,8
180,fantasy_items,fantasy_items_180,180,4,8
181,fantasy_items,fantasy_items_181,181,5,8
182,fantasy_items,fantasy_items_182,182,6,8
183,fantasy_items,fantasy_items_183,183,7,8
184,fantasy_items,fantasy_items_184,184,8,8
185,fantasy_items,fantasy_items_185,185,9,8
186,fantasy_items,fantasy_items_186,186,10,8
187,fantasy_items,fantasy_items_187,187,11,8
188,fantasy_items,fantasy_items_188,188,12,8
189,fantasy_items,fantasy_items_189,189,13,8
190,fantasy_items,fantasy_items_190,190,14,8
191,fantasy_items,fantasy_items_191,191,15,8
192,fantasy_items,fantasy_items_192,192,16,8
193,fantasy_items,fantasy_items_193,193,17,8
194,fantasy_items,fantasy_items_194,194,18,8
195,fantasy_items,fantasy_items_195,195,19,8
196,fantasy_items,fantasy_items_196,196,20,8
197,fantasy_items,fantasy_items_197,197,21,8
198,fantasy_items,fantasy_items_198,198,0,9
199,fantasy_items,fantasy_items_199,199,1,9
200,fantasy_items,fantasy_items_200,200,2,9
201,fantasy_items,fantasy_items_201,201,3,9
202,fantasy_items,fantasy_items_202,202,4,9
203,fantasy_items,fantasy_items_203,203,5,9
204,fantasy_items,fantasy_items_204,204,6,9
205,fantasy_items,fantasy_items_205,205,7,9
206,fantasy_items,fantasy_items_206,206,8,9
207,fantasy_items,fantasy_items_207,207,9,9
208,fantasy_items,fantasy_items_208,208,10,9
209,fantasy_items,fantasy_items_209,209,11,9
210,fantasy_items,fantasy_items_210,210,12,9
211,fantasy_items,fantasy_items_211,211,13,9
212,fantasy_items,fantasy_items_212,212,14,9
213,fantasy_items,fantasy_items_213,213,15,9
214,fantasy_items,fantasy_items_214,214,16,9
215,fantasy_items,fantasy_items_215,215,17,9
216,fantasy_items,fantasy_items_216,216,18,9
217,fantasy_items,fantasy_items_217,217,19,9
218,fantasy_items,fantasy_items_218,218,20,9
219,fantasy_items,fantasy_items_219,219,21,9
220,fantasy_items,fantasy_items_220,220,0,10
221,fantasy_items,fantasy_items_221,221,1,10
222,fantasy_items,fantasy_items_222,222,2,10
223,fantasy_items,fantasy_items_223,223,3,10
224,fantasy_items,fantasy_items_224,224,4,10
225,fantasy_items,fantasy_items_225,225,5,10
226,fantasy_items,fantasy_items_226,226,6,10
227,fantasy_items,fantasy_items_227,227,7,10
228,fantasy_items,fantasy_items_228,228,8,10
229,fantasy_items,fantasy_items_229,229,9,10
230,fantasy_items,fantasy_items_230,230,10,10
231,fantasy_items,fantasy_items_231,231,11,10
232,fantasy_items,fantasy_items_232,232,12,10
233,fantasy_items,fantasy_items_233,233,13,10
234,fantasy_items,fantasy_items_234,234,14,10
235,fantasy_items,fantasy_items_235,235,15,10
236,fantasy_items,fantasy_items_236,236,16,10
237,fantasy_items,fantasy_items_237,237,17,10
238,fantasy_items,fantasy_items_238,238,18,10
239,fantasy_items,fantasy_items_239,239,19,10
240,fantasy_items,fantasy_items_240,240,20,10
241,fantasy_items,fantasy_items_241,241,21,10
242,fantasy_items,fantasy_items_242,242,0,11
243,fantasy_items,fantasy_items_243,243,1,11
244,fantasy_items,fantasy_items_244,244,2,11
245,fantasy_items,fantasy_items_245,245,3,11
246,fantasy_items,fantasy_items_246,246,4,11
247,fantasy_items,fantasy_items_247,247,5,11
248,fantasy_items,fantasy_items_248,248,6,11
249,fantasy_items,fantasy_items_249,249,7,11
250,fantasy_items,fantasy_items_250,250,8,11
251,fantasy_items,fantasy_items_251,251,9,11
252,fantasy_items,fantasy_items_252,252,10,11
253,fantasy_items,fantasy_items_253,253,11,11
254,fantasy_items,fantasy_items_254,254,12,11
255,fantasy_items,fantasy_items_255,255,13,11
256,fantasy_items,fantasy_items_256,256,14,11
257,fantasy_items,fantasy_items_257,257,15,11
258,fantasy_items,fantasy_items_258,258,16,11
259,fantasy_items,fantasy_items_259,259,17,11
260,fantasy_items,fantasy_items_260,260,18,11
261,fantasy_items,fantasy_items_261,261,19,11
262,fantasy_items,fantasy_items_262,262,20,11
263,fantasy_items,fantasy_items_263,263,21,11
264,fantasy_items,fantasy_items_264,264,0,12
265,fantasy_items,fantasy_items_265,265,1,12
266,fantasy_items,fantasy_items_266,266,2,12
267,fantasy_items,fantasy_items_267,267,3,12
268,fantasy_items,fantasy_items_268,268,4,12
269,fantasy_items,fantasy_items_269,269,5,12
270,fantasy_items,fantasy_items_270,270,6,12
271,fantasy_items,fantasy_items_271,271,7,12
272,fantasy_items,fantasy_items_272,272,8,12
273,fantasy_items,fantasy_items_273,273,9,12
274,fantasy_items,fantasy_items_274,274,10,12
275,fantasy_items,fantasy_items_275,275,11,12
276,fantasy_items,fantasy_items_276,276,12,12
277,fantasy_items,fantasy_items_277,277,13,12
278,fantasy_items,fantasy_items_278,278,14,12
279,fantasy_items,fantasy_items_279,279,15,12
280,fantasy_items,fantasy_items_280,280,16,12
281,fantasy_items,fantasy_items_281,281,17,12
282,fantasy_items,fantasy_items_282,282,18,12
283,fantasy_items,fantasy_items_283,283,19,12
284,fantasy_items,fantasy_items_284,284,20,12
285,fantasy_items,fantasy_items_285,285,21,12
286,fantasy_items,fantasy_items_286,286,0,13
287,fantasy_items,fantasy_items_287,287,1,13
288,fantasy_items,fantasy_items_288,288,2,13
289,fantasy_items,fantasy_items_289,289,3,13
290,fantasy_items,fantasy_items_290,290,4,13
291,fantasy_items,fantasy_items_291,291,5,13
292,fantasy_items,fantasy_items_292,292,6,13
293,fantasy_items,fantasy_items_293,293,7,13
294,fantasy_items,fantasy_items_294,294,8,13
295,fantasy_items,fantasy_items_295,295,9,13
296,fantasy_items,fantasy_items_296,296,10,13
297,fantasy_items,fantasy_items_297,297,11,13
298,fantasy_items,fantasy_items_298,298,12,13
299,fantasy_items,fantasy_items_299,299,13,13
300,fantasy_items,fantasy_items_300,300,14,13
301,fantasy_items,fantasy_items_301,301,15,13
302,fantasy_items,fantasy_items_302,302,16,13
303,fantasy_items,fantasy_items_303,303,17,13
304,fantasy_items,fantasy_items_304,304,18,13
305,fantasy_items,fantasy_items_305,305,19,13
306,fantasy_items,fantasy_items_306,306,20,13
307,fantasy_items,fantasy_items_307,307,21,13
